asof_date,hop_date,horizon_date,portfolio_label,portfolio_structure,position_side,position_units,spot_today,vol_today,strike_call_today,strike_put_today,call_moneyness_today,put_moneyness_today,std_distance_call_today,std_distance_put_today,spot_hop,vol_hop,strike_call_a,strike_put_a,strike_call_b,strike_put_b,strike_call_diff_abs,strike_put_diff_abs,pit_a,pit_b,pit_diff
2024-12-31,2023-05-23,2023-06-06,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8479956709286397,0.10364789189953172,0.9327952380215038,0.7631961038357757,0.9500877905936062,0.7478552030156298,0.017292552572102382,-0.015340900820145942,0.967,0.967,0.0
2024-12-31,2023-06-06,2023-06-20,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8759472952436617,0.10371395153239257,0.9635420247680279,0.7883525657192955,0.9814756823961718,0.7724441285245972,0.017933657628143918,-0.015908437194698255,0.851,0.861,0.010000000000000009
2024-12-31,2023-06-20,2023-07-04,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8942900023607493,0.08987644886044514,0.9837190025968243,0.8048610021246744,0.9869355488872937,0.801961751288481,0.003216546290469413,-0.0028992508361933567,0.179,0.173,-0.006000000000000005
2024-12-31,2023-07-04,2023-07-18,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8853805866437916,0.09336776905960761,0.9739186453081708,0.7968425279794125,0.980851850136194,0.7906183860006107,0.006933204828023176,-0.006224141978801723,0.025,0.041,0.016
2024-12-31,2023-07-18,2023-08-01,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8807904030822735,0.10275014125455824,0.968869443390501,0.7927113627740462,0.9858595656283782,0.7776231330801543,0.016990122237877214,-0.015088229693891897,0.888,0.897,0.009000000000000008
2024-12-31,2023-08-01,2023-08-15,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.901931241201659,0.11011092697662214,0.992124365321825,0.8117381170814931,1.017705305706775,0.7892129151748284,0.02558094038495007,-0.022525201906664738,0.614,0.65,0.03600000000000003
2024-12-31,2023-08-15,2023-08-29,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.9118348117083107,0.11174585346073644,1.0030182928791418,0.8206513305374796,1.0307267174670043,0.796298772649094,0.02770842458786249,-0.02435255788838564,0.635,0.591,-0.04400000000000004
2024-12-31,2023-08-29,2023-09-12,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8910028027140058,0.10731462661215344,0.9801030829854065,0.8019025224426052,1.0022953838447157,0.7822980074163215,0.022192300859309233,-0.019604515026283686,0.684,0.706,0.02199999999999991
2024-12-31,2023-09-12,2023-09-26,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.9026363897120119,0.1032263697497524,0.9929000286832131,0.8123727507408107,1.0108393932425,0.7964502926876956,0.017939364559286797,-0.015922458053115096,0.7,0.668,-0.03199999999999992
2024-12-31,2023-09-26,2023-10-10,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8794672127858135,0.09670300349915645,0.9674139340643949,0.7915204915072321,0.9778713672993669,0.782168622699115,0.010457433234971947,-0.009351868808117114,0.464,0.445,-0.019000000000000017
2024-12-31,2023-10-10,2023-10-24,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8639066756880198,0.08463904369847229,0.9502973432568219,0.7775160081192178,0.947943686933848,0.7796503562357294,-0.002353656322973907,0.0021343481165115863,0.092,0.083,-0.008999999999999994
2024-12-31,2023-10-24,2023-11-07,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8608744899338295,0.09077168886944732,0.9469619389272126,0.7747870409404466,0.9509915996711797,0.7711586373249064,0.004029660743967156,-0.0036284036155401767,0.589,0.579,-0.010000000000000009
2024-12-31,2023-11-07,2023-11-21,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8428584751936741,0.11039257957125545,0.9271443227130416,0.7585726276743067,0.9513436521793678,0.7372709233989833,0.02419932946632619,-0.021301704275323408,0.453,0.492,0.03899999999999998
2024-12-31,2023-11-21,2023-12-05,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8468740502437158,0.11589416288883687,0.9315614552680874,0.7621866452193442,0.9616612903683543,0.735858648115999,0.030099835100266925,-0.026327997103345213,0.022,0.053,0.031
2024-12-31,2023-12-05,2023-12-19,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.8415869709850947,0.11499927498122753,0.9257456680836043,0.7574282738865853,0.9547200758012978,0.7320584906167239,0.02897440771769355,-0.02536978326986139,0.896,0.859,-0.03700000000000003
2024-12-31,2023-12-19,2024-01-02,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.812666814844734,0.09894012135335517,0.8939334963292075,0.7314001333602607,0.9058164387061243,0.7208008682709092,0.011882942376916783,-0.010599265089351495,0.599,0.57,-0.029000000000000026
2024-12-31,2024-01-02,2024-01-16,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7956871518756121,0.08255161840470054,0.8752558670631734,0.716118436688051,0.8710914697640904,0.7199039183488973,-0.0041643972990830225,0.003785481660846357,0.547,0.552,0.0050000000000000044
2024-12-31,2024-01-16,2024-01-30,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7803303314423247,0.06874408907433724,0.8583633645865572,0.7022972982980922,0.8414397600884759,0.7179283066442255,-0.01692360449808128,0.01563100834613329,0.712,0.732,0.020000000000000018
2024-12-31,2024-01-30,2024-02-13,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7616399151952424,0.08945130953430872,0.8378039067147668,0.6854759236757182,0.8401515019547494,0.6833588675315876,0.002347595239982625,-0.0021170561441306024,0.461,0.455,-0.006000000000000005
2024-12-31,2024-02-13,2024-02-27,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7478456027322348,0.09162125604211876,0.8226301630054583,0.6730610424590113,0.8269008849010795,0.6692193514859116,0.004270721895621166,-0.0038416909730997206,0.822,0.825,0.0030000000000000027
2024-12-31,2024-02-27,2024-03-12,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7624488694787891,0.10273464436033794,0.8386937564266681,0.6862039825309102,0.8533866092430703,0.6731556300520646,0.014692852816402202,-0.013048352478845615,0.697,0.708,0.01100000000000001
2024-12-31,2024-03-12,2024-03-26,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7736651207131648,0.09220762713730399,0.8510316327844814,0.6962986086418483,0.8560001357428185,0.6918322593178621,0.004968502958337173,-0.004466349323986263,0.06,0.069,0.009000000000000008
2024-12-31,2024-03-26,2024-04-09,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7705535214729137,0.1008934122230144,0.8476088736202051,0.6934981693256224,0.8607179961148128,0.6818315192014339,0.013109122494607717,-0.011666650124188438,0.433,0.453,0.020000000000000018
2024-12-31,2024-04-09,2024-04-23,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7739079754497012,0.10125528128726662,0.8512987729946715,0.6965171779047311,0.8648081295099912,0.6844993547369,0.013509356515319704,-0.012017823167831065,0.607,0.575,-0.03200000000000003
2024-12-31,2024-04-23,2024-05-07,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7577649941589389,0.10442247243418089,0.8335414935748329,0.681988494743045,0.8497156024112715,0.6676526317439246,0.01617410883643866,-0.014335862999120375,0.2,0.25,0.04999999999999999
2024-12-31,2024-05-07,2024-05-21,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7568496013516536,0.09502102206932693,0.832534561486819,0.6811646412164882,0.8399829929136237,0.6744907150977015,0.007448431426804625,-0.006673926118786699,0.783,0.792,0.009000000000000008
2024-12-31,2024-05-21,2024-06-04,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7697745592840811,0.10391007930250318,0.8467520152124893,0.692797103355673,0.8626975052414214,0.6786555147306016,0.015945490028932086,-0.014141588625071422,0.352,0.313,-0.03899999999999998
2024-12-31,2024-06-04,2024-06-18,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7589017618547234,0.0962731894337858,0.8347919380401958,0.683011585669251,0.8434180797581671,0.6752935749073241,0.00862614171797127,-0.007718010761926908,0.486,0.463,-0.022999999999999965
2024-12-31,2024-06-18,2024-07-02,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7452959135879454,0.09606891989033056,0.81982550494674,0.6707663222291509,0.8281114445531539,0.6633509498502966,0.008285939606413883,-0.007415372378854257,0.726,0.707,-0.019000000000000017
2024-12-31,2024-07-02,2024-07-16,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7261120178749096,0.07611538869828124,0.7987232196624007,0.6535008160874187,0.7893312587696011,0.6621018986020157,-0.009391960892799589,0.008601082514597014,0.104,0.131,0.02700000000000001
2024-12-31,2024-07-16,2024-07-30,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7205633829895018,0.09962494512206564,0.792619721288452,0.6485070446905516,0.8037593901880877,0.638578611217302,0.01113966889963569,-0.009928433473249676,0.429,0.399,-0.02999999999999997
2024-12-31,2024-07-30,2024-08-13,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7090784633403501,0.10227242545380628,0.7799863096743851,0.638170617006315,0.7932484414177936,0.6263865665193505,0.013262131743408512,-0.011784050486964515,0.234,0.266,0.032
2024-12-31,2024-08-13,2024-08-27,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.7087968097697828,0.11079986751226978,0.7796764907467612,0.6379171287928045,0.8003842283635926,0.6196974995340814,0.020707737616831423,-0.018219629258723113,0.547,0.489,-0.05800000000000005
2024-12-31,2024-08-27,2024-09-10,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6954564455516705,0.0875281958075664,0.7650020901068376,0.6259108009965035,0.7655293062526185,0.625434301822468,0.0005272161457808844,-0.00047649917403558284,0.089,0.088,-0.0010000000000000009
2024-12-31,2024-09-10,2024-09-24,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6900743556911042,0.08467436039856117,0.7590817912602147,0.6210669201219938,0.7572310600333745,0.6227451360930262,-0.0018507312268402076,0.0016782159710323485,0.575,0.571,-0.0040000000000000036
2024-12-31,2024-09-24,2024-10-08,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6964692977168642,0.07694487209842205,0.7661162274885507,0.6268223679451778,0.7577967828682524,0.6344339538832041,-0.008319444620298322,0.007611585938026355,0.793,0.809,0.016000000000000014
2024-12-31,2024-10-08,2024-10-22,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6769139683339788,0.08924021460373174,0.7446053651673767,0.6092225715005809,0.746518952980409,0.6074964816533054,0.0019135878130323025,-0.0017260898472755137,0.814,0.818,0.0040000000000000036
2024-12-31,2024-10-22,2024-11-05,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6885265145287645,0.10774817454491088,0.757379165981641,0.619673863075888,0.7748967493246651,0.6042067004177542,0.017517583343024112,-0.01546716265813386,0.526,0.564,0.03799999999999992
2024-12-31,2024-11-05,2024-11-19,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6928623256374384,0.11715477104599667,0.7621485582011823,0.6235760930736947,0.7878630191114658,0.6011166298841499,0.02571446091028351,-0.022459463189544726,0.757,0.692,-0.06500000000000006
2024-12-31,2024-11-19,2024-12-03,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6745134905725719,0.11432947530262669,0.7419648396298292,0.6070621415153148,0.7646252744025975,0.5872054855074481,0.022660434772768356,-0.01985665600786668,0.457,0.377,-0.08000000000000002
2024-12-31,2024-12-03,2024-12-17,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6632070377845684,0.09361975828975594,0.7295277415630252,0.5968863340061116,0.7349242459383076,0.5920431423845133,0.005396504375282385,-0.004843191621598297,0.36,0.339,-0.020999999999999963
2024-12-31,2024-12-17,2024-12-31,long_fx_strangle,strangle,long,1.0,0.6634084742173156,0.08690005467578125,0.7297493216390473,0.5970676267955841,1.1,0.9,6.580675707967366,-7.274599496001691,0.6541659404456067,0.0819543837004463,0.7195825344901674,0.588749346401046,0.7156898632020682,0.5922902673062714,-0.0038926712880992254,0.0035409209052253976,0.756,0.752,-0.0040000000000000036
